ID Usuario,subject,fecha_recepcion_requerimiento,descriptions_anonymized
0010176,"Software se congela, lentitud y fallo en disco duro.",2022-09-09 18:48:34,"reporte de cloud services por parte de XY: esto pasa desde ayer: software se congela, lentitud y fallo en disco duro.. también quiero reportar que teclas del teclado no responden y el touchpad se congela."
0010119,No puedo acceder a la red compartida.,2023-05-30 12:24:39,"desde global innovations, XY informa: el problema se presenta desde hace unos días: no puedo acceder a la red compartida."
0010177,Problemas de Bluetooth y se borró información.,2023-05-24 13:21:36,"desde code builders, XY informa: esto comenzó hace un par de horas: problemas de bluetooth y se borró información."
0010125,Software de ofimática no se abre.,2022-02-01 12:51:22,"desde future systems, XY informa: esto pasa desde ayer: software de ofimática no se abre."
0010173,La pantalla táctil no responde.,2022-03-07 04:31:11,reporte de secureit por parte de XY: hoy ha ocurrido lo siguiente: la pantalla táctil no responde.
0010038,Monitor externo no detectado y no hay señal de video.,2023-01-31 19:30:26,reporte de networks corp por parte de XY: el problema se presenta desde hace unos días: monitor externo no detectado y no hay señal de video.
0010148,Equipo se reinicia y monitor externo no detectado.,2023-01-12 03:01:19,"desde code builders, XY valderrama informa: hoy ha ocurrido lo siguiente: equipo se reinicia y monitor externo no detectado.. a esto se suma el inconveniente de que propuesta para nueva funcionalidad en la plataforma de e-commerce."
0010077,La cámara web no funciona y el software de videollamadas falla.,2023-07-01 10:54:07,"problema: recientemente he tenido un inconveniente: la cámara web no funciona y el software de videollamadas falla.. contacto: XY, networks corp."
0010152,Es la primera vez que me pasa esto y estoy bastante molesto.,2023-09-04 07:47:20,soy XY de secureit y tengo el siguiente problema: es la primera vez que me pasa esto y estoy bastante molesto.
0010035,Antivirus detecta amenazas y el navegador web está lento.,2023-08-13 03:19:27,"soy XY funes de XY y tengo el siguiente problema: antivirus detecta amenazas y el navegador web está lento.. además, también he notado que software de ofimática no se abre."
0010129,El teclado y el ratón no funcionan después de una actualización.,2023-12-18 21:46:44,"desde data dynamics, XY informa: he notado que desde la semana pasada: el teclado y el ratón no funcionan después de una actualización."
0010178,Solicitud de mejora: optimización de rendimiento en el módulo de reportes.,2022-10-26 22:41:03,XY (networks corp) reporta el siguiente inconveniente: hoy ha ocurrido lo siguiente: solicitud de mejora: optimización de rendimiento en el módulo de reportes.
0010091,"Esto es inaceptable, necesito una solución de inmediato o cancelaré el servicio.",2022-05-28 07:12:28,"desde future systems, XY informa: el problema se presenta desde hace unos días: esto es inaceptable, necesito una solución de inmediato o cancelaré el servicio."
0010152,"WiFi intermitente, impresora no detectada y problemas de seguridad.",2023-02-14 23:28:00,"problema: esto comenzó hace un par de horas: wifi intermitente, impresora no detectada y problemas de seguridad.. contacto: XY, XY."
0010179,Problemas de audio y webcam no funciona.,2023-03-13 06:00:07,josefa XY (secureit) reporta el siguiente inconveniente: problemas de audio y webcam no funciona.
0010175,"Problemas con el audio, no se escucha nada.",2022-10-27 16:58:17,"XY (data dynamics) reporta el siguiente inconveniente: problemas con el audio, no se escucha nada."
0010180,El equipo no enciende y la pantalla tiene píxeles muertos.,2023-11-23 18:24:01,"problema: hoy ha ocurrido lo siguiente: el equipo no enciende y la pantalla tiene píxeles muertos.. contacto: XY cala, cloud services."
0010030,El equipo no responde y la pantalla está en negro.,2022-07-31 12:00:54,"desde digital edge, XY informa: esto comenzó hace un par de horas: el equipo no responde y la pantalla está en negro."
0010073,Software se cierra solo y errores frecuentes.,2023-07-30 11:58:26,"software se cierra solo y errores frecuentes.. atentamente, XY de XY."
0010040,Problemas con la sincronización de archivos en la nube.,2023-08-01 06:23:03,"recientemente he tenido un inconveniente: problemas con la sincronización de archivos en la nube.. atentamente, XY mosquera de XY."
0010181,Pantalla táctil no responde y sincronización de nube fallida.,2023-12-09 22:41:03,XY (global innovations) reporta el siguiente inconveniente: he notado que desde la semana pasada: pantalla táctil no responde y sincronización de nube fallida.
0010034,"Quiero hablar con un supervisor, esto no puede seguir así.",2022-09-19 20:04:03,"reporte de digital edge por parte de XY: esto comenzó hace un par de horas: quiero hablar con un supervisor, esto no puede seguir así."
0010104,Error al iniciar sesión en el sistema.,2022-03-19 21:13:53,reporte de cloud services por parte de XY: he notado que desde la semana pasada: error al iniciar sesión en el sistema.
0010007,Monitor externo no detectado.,2022-12-27 16:03:12,"reporte de digital edge por parte de XY: esto comenzó hace un par de horas: monitor externo no detectado.. también quiero reportar que software se congela, lentitud y fallo en disco duro."
0010182,Necesito que esto esté funcionando para mañana.,2022-04-23 15:53:52,"problema: necesito que esto esté funcionando para mañana.. contacto: XY, global innovations."
0010171,Ventilador hace mucho ruido.,2023-04-19 21:06:25,soy XY asprilla de cloud services y tengo el siguiente problema: ventilador hace mucho ruido.
0010183,Monitor externo no detectado.,2023-03-11 16:27:07,"problema: esto pasa desde ayer: monitor externo no detectado.. contacto: XY asprilla, future systems."
0010059,El equipo está infectado con un virus y el antivirus no lo detecta.,2022-07-26 21:12:10,XY mosquera (XY) reporta el siguiente inconveniente: recientemente he tenido un inconveniente: el equipo está infectado con un virus y el antivirus no lo detecta.
0010011,"Conectividad WiFi inestable, lentitud general y fallos de hardware.",2022-08-01 11:12:16,"XY (code builders) reporta el siguiente inconveniente: conectividad wifi inestable, lentitud general y fallos de hardware."
0010184,"Conexión a internet lenta, navegador web con fallos y mensajes emergentes.",2023-01-14 07:23:15,"XY asprilla (global innovations) reporta el siguiente inconveniente: he notado que desde la semana pasada: conexión a internet lenta, navegador web con fallos y mensajes emergentes."
0010134,Necesidad de instalar nuevo software.,2022-04-07 14:57:49,soy XY mosquera de XY y tengo el siguiente problema: he notado que desde la semana pasada: necesidad de instalar nuevo software.
0010185,Archivos corruptos y no se pueden abrir.,2023-03-12 13:35:31,reporte de digital edge por parte de XY: archivos corruptos y no se pueden abrir.
0010023,El equipo no arranca desde el disco principal.,2023-04-19 05:30:48,soy XY de future systems y tengo el siguiente problema: el equipo no arranca desde el disco principal.
0010044,Problemas de audio y webcam no funciona.,2023-12-29 01:10:20,"desde XY, josefa XY informa: esto pasa desde ayer: problemas de audio y webcam no funciona."
0010071,El disco duro emite ruidos extraños y hay lentitud general.,2022-01-08 17:58:36,"soy XY valderrama de networks corp y tengo el siguiente problema: hoy ha ocurrido lo siguiente: el disco duro emite ruidos extraños y hay lentitud general.. también quiero reportar que esta es la tercera vez en el mes que tengo este problema, ¿hay alguna solución definitiva?"
0010186,"Ya no doy más con este equipo, necesito ayuda urgente.",2023-04-26 14:58:47,"problema: ya no doy más con este equipo, necesito ayuda urgente.. también quiero reportar que problemas de licencias de software.. contacto: XY, XY."
0010187,Software de ofimática no se abre.,2023-06-01 12:12:00,"desde digital edge, XY informa: esto comenzó hace un par de horas: software de ofimática no se abre."
0010182,Mensajes de error constantes en el sistema.,2022-05-25 06:18:43,reporte de code builders por parte de XY: hoy ha ocurrido lo siguiente: mensajes de error constantes en el sistema.
0010188,Cámara web no funciona.,2023-11-10 14:30:06,"desde future systems, XY informa: esto comenzó hace un par de horas: cámara web no funciona."
0010143,Me siento impotente ante estos fallos continuos.,2022-12-25 12:25:49,"problema: el problema se presenta desde hace unos días: me siento impotente ante estos fallos continuos.. contacto: XY, XY."
0010113,Se perdieron los drivers de audio y video.,2023-09-22 22:23:09,"hoy ha ocurrido lo siguiente: se perdieron los drivers de audio y video.. además, también he notado que software no responde, sistema lento y fallo en disco duro.. atentamente, XY de cloud services."
0010004,Error en la actualización de seguridad.,2023-10-02 06:44:11,"problema: error en la actualización de seguridad.. contacto: XY, data dynamics."
0010031,Problemas de Bluetooth y se borró información.,2022-01-22 11:44:18,"problema: recientemente he tenido un inconveniente: problemas de bluetooth y se borró información.. contacto: XY, XY."
0010137,"Problemas de gráficos, pantalla parpadea.",2022-12-03 01:47:44,"esto comenzó hace un par de horas: problemas de gráficos, pantalla parpadea.. atentamente, XY de secureit."
0010189,El equipo no arranca desde el disco principal.,2023-02-15 11:35:36,soy XY de global innovations y tengo el siguiente problema: esto pasa desde ayer: el equipo no arranca desde el disco principal.
0010133,"Ya no doy más con este equipo, necesito ayuda urgente.",2022-08-14 10:18:32,"soy XY de code builders y tengo el siguiente problema: ya no doy más con este equipo, necesito ayuda urgente."
0010190,Rendimiento general muy bajo.,2023-08-07 02:52:16,"problema: rendimiento general muy bajo.. también quiero reportar que desarrollo de una nueva aplicación: sistema de gestión de inventario.. contacto: XY, networks corp."
0010191,No puedo instalar nuevas aplicaciones.,2022-06-09 00:56:13,soy josefa XY de digital edge y tengo el siguiente problema: no puedo instalar nuevas aplicaciones.
0010057,Problemas con el reconocimiento de huella dactilar.,2022-11-14 12:34:21,soy XY de data dynamics y tengo el siguiente problema: hoy ha ocurrido lo siguiente: problemas con el reconocimiento de huella dactilar.
0010040,¿Hay alguna forma de hacer un diagnóstico remoto?,2023-11-23 21:09:01,"desde data dynamics, XY mosquera informa: ¿hay alguna forma de hacer un diagnóstico remoto?. además, también he notado que batería no carga correctamente."
0010088,Se perdieron los drivers de audio y video.,2022-01-25 17:49:21,josefa XY (global innovations) reporta el siguiente inconveniente: se perdieron los drivers de audio y video.
0010192,"Problemas de gráficos, pantalla parpadea.",2022-11-24 13:54:41,"soy XY de data dynamics y tengo el siguiente problema: esto comenzó hace un par de horas: problemas de gráficos, pantalla parpadea.. y para colmo, micrófono no detectado."
0010193,Fallo en el disco duro y problemas con el sistema operativo.,2022-02-08 18:03:33,"desde XY, XY cala informa: fallo en el disco duro y problemas con el sistema operativo.. además, también he notado que micrófono no detectado."
0010003,¿Pueden revisar si tengo algún virus?,2023-06-29 01:11:33,reporte de digital edge por parte de XY: esto pasa desde ayer: ¿pueden revisar si tengo algún virus?
0010142,"No enciende, sin señal de video y disco duro defectuoso.",2023-12-01 01:39:47,"XY (cloud services) reporta el siguiente inconveniente: recientemente he tenido un inconveniente: no enciende, sin señal de video y disco duro defectuoso."
0010194,Problemas de audio y webcam no funciona.,2022-09-06 13:25:10,"problemas de audio y webcam no funciona.. atentamente, XY de cloud services."
0010195,Software de ofimática no se abre.,2022-12-24 18:19:49,"software de ofimática no se abre.. atentamente, XY valderrama de global innovations."
0010170,"Puertos USB inoperativos, falta de espacio y rendimiento deficiente.",2023-11-29 17:13:43,"reporte de code builders por parte de XY: puertos usb inoperativos, falta de espacio y rendimiento deficiente.. además, también he notado que rendimiento general muy bajo."
0010102,¿Hay alguna forma de hacer un diagnóstico remoto?,2023-05-31 09:08:06,XY (XY) reporta el siguiente inconveniente: ¿hay alguna forma de hacer un diagnóstico remoto?
0010018,Pantalla externa no detectada y errores gráficos.,2022-12-31 20:01:48,"problema: pantalla externa no detectada y errores gráficos.. contacto: XY, data dynamics."
0010065,¿Por qué siempre me pasa esto a mí?,2022-05-09 21:33:34,"problema: ¿por qué siempre me pasa esto a mí?. también quiero reportar que por favor, envíen a a un técnico a mi oficina.. contacto: XY cala, code builders."
0010008,"Esta es la tercera vez en el mes que tengo este problema, ¿hay alguna solución definitiva?",2022-03-31 23:41:25,"esto comenzó hace un par de horas: esta es la tercera vez en el mes que tengo este problema, ¿hay alguna solución definitiva?. atentamente, XY de future systems."
0010196,El antivirus detecta amenazas pero no las elimina.,2023-12-09 16:00:36,XY funes (secureit) reporta el siguiente inconveniente: he notado que desde la semana pasada: el antivirus detecta amenazas pero no las elimina.
0010033,Problemas con el rendimiento de la batería y sobrecalentamiento constante.,2023-07-18 20:38:43,soy XY funes de secureit y tengo el siguiente problema: problemas con el rendimiento de la batería y sobrecalentamiento constante.
0010035,Necesitamos una nueva herramienta para la automatización de procesos internos.,2022-05-19 10:21:39,"el problema se presenta desde hace unos días: necesitamos una nueva herramienta para la automatización de procesos internos.. atentamente, XY funes de cloud services."
0010082,Software se cierra solo y errores frecuentes.,2022-10-31 00:35:53,"problema: recientemente he tenido un inconveniente: software se cierra solo y errores frecuentes.. contacto: XY, code builders."
0010197,"Mi laptop no enciende y tengo una presentación importante mañana, ¡ayuda!",2022-10-25 03:49:28,"desde networks corp, XY asprilla informa: esto pasa desde ayer: mi laptop no enciende y tengo una presentación importante mañana, ¡ayuda!"
0010065,"Necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?",2022-12-26 02:34:34,"problema: recientemente he tenido un inconveniente: necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?. a esto se suma el inconveniente de que software de ofimática no se abre.. contacto: XY cala, networks corp."
0010144,"Estoy realmente frustrado, mi equipo no funciona desde hace días.",2022-02-14 00:45:38,"reporte de global innovations por parte de XY: esto pasa desde ayer: estoy realmente frustrado, mi equipo no funciona desde hace días."
0010073,El disco duro está lleno.,2022-12-24 20:29:03,"problema: he notado que desde la semana pasada: el disco duro está lleno.. contacto: XY, cloud services."
0010102,El teclado y el ratón no funcionan después de una actualización.,2022-12-15 20:00:04,soy XY de data dynamics y tengo el siguiente problema: esto pasa desde ayer: el teclado y el ratón no funcionan después de una actualización.
0010070,"No enciende, problemas de audio y cámara web no funciona.",2023-09-08 11:09:11,"desde XY, XY cala informa: esto pasa desde ayer: no enciende, problemas de audio y cámara web no funciona."
0010074,El WiFi es intermitente y el sistema está lento.,2023-01-29 05:56:02,"el wifi es intermitente y el sistema está lento.. atentamente, XY de future systems."
0010026,Impresora no imprime y problemas de conectividad WiFi.,2023-10-29 22:27:08,"problema: impresora no imprime y problemas de conectividad wifi.. contacto: XY, future systems."
0010040,Pantalla parpadea y rendimiento general bajo.,2023-12-16 10:31:56,"esto comenzó hace un par de horas: pantalla parpadea y rendimiento general bajo.. atentamente, XY mosquera de code builders."
0010149,"Fallo de memoria RAM, pantallazos azules.",2022-09-19 01:46:24,"problema: fallo de memoria ram, pantallazos azules.. contacto: XY, cloud services."
0010198,Problemas de licencias y antivirus ineficaz.,2023-01-25 20:27:57,"reporte de networks corp por parte de XY: el problema se presenta desde hace unos días: problemas de licencias y antivirus ineficaz.. además, también he notado que impresora offline, problemas de conectividad y archivos corruptos."
0010199,"Software no responde, sistema lento y fallo en disco duro.",2023-11-09 11:41:35,"soy XY de digital edge y tengo el siguiente problema: el problema se presenta desde hace unos días: software no responde, sistema lento y fallo en disco duro."
0010099,Software no responde y el ventilador hace mucho ruido.,2022-11-17 07:09:01,XY (secureit) reporta el siguiente inconveniente: he notado que desde la semana pasada: software no responde y el ventilador hace mucho ruido.
0010140,Estoy harto de los problemas con este software.,2022-09-07 05:49:56,reporte de networks corp por parte de XY: recientemente he tenido un inconveniente: estoy harto de los problemas con este software.
0010200,Error al iniciar sesión y contraseña olvidada.,2023-12-09 10:55:34,XY asprilla (future systems) reporta el siguiente inconveniente: esto comenzó hace un par de horas: error al iniciar sesión y contraseña olvidada.
0010201,Acceso a red compartida denegado y problemas de correo electrónico.,2022-02-02 19:11:34,"desde XY, XY informa: esto pasa desde ayer: acceso a red compartida denegado y problemas de correo electrónico."
0010162,Pantalla con píxeles muertos.,2023-04-24 14:14:58,"desde code builders, XY cala informa: hoy ha ocurrido lo siguiente: pantalla con píxeles muertos.. además, también he notado que el teclado y el ratón no funcionan después de una actualización."
0010186,"WiFi intermitente, impresora no detectada y problemas de seguridad.",2023-10-06 21:00:15,"desde XY, XY informa: wifi intermitente, impresora no detectada y problemas de seguridad."
0010181,"No enciende, sin señal de video y disco duro defectuoso.",2023-12-15 20:00:19,"desde secureit, XY informa: el problema se presenta desde hace unos días: no enciende, sin señal de video y disco duro defectuoso.. y para colmo, necesita actualización de hardware/software."
0010001,Teclas del teclado no responden.,2023-09-03 08:49:43,"problema: el problema se presenta desde hace unos días: teclas del teclado no responden.. y para colmo, error al iniciar sesión en el sistema.. contacto: XY, data dynamics."
0010141,"Impresora offline, problemas de conectividad y archivos corruptos.",2022-04-25 04:15:42,"esto comenzó hace un par de horas: impresora offline, problemas de conectividad y archivos corruptos.. atentamente, XY de code builders."
0010114,Problemas de licencias de software.,2022-06-02 17:27:53,reporte de XY por parte de XY mosquera: hoy ha ocurrido lo siguiente: problemas de licencias de software.
0010115,Cámara web no funciona.,2022-10-27 10:05:16,reporte de networks corp por parte de josefa XY: he notado que desde la semana pasada: cámara web no funciona.. a esto se suma el inconveniente de que la batería se descarga muy rápido y el equipo se sobrecalienta.
0010202,Problemas con el software de correo electrónico.,2023-01-02 10:48:43,reporte de XY por parte de XY: el problema se presenta desde hace unos días: problemas con el software de correo electrónico.. a esto se suma el inconveniente de que ¿por qué siempre me pasa esto a mí?
0010203,Impresora no imprime y problemas de conectividad WiFi.,2023-04-12 06:15:28,"problema: recientemente he tenido un inconveniente: impresora no imprime y problemas de conectividad wifi.. contacto: XY funes, XY."
0010162,Rendimiento general muy bajo.,2023-03-10 23:46:48,reporte de global innovations por parte de XY cala: rendimiento general muy bajo.
0010173,Problemas con la conexión Bluetooth.,2023-11-02 14:25:10,"XY (cloud services) reporta el siguiente inconveniente: problemas con la conexión bluetooth.. además, también he notado que antivirus detecta amenazas y el navegador web está lento."
0010204,Pantalla externa no detectada y errores gráficos.,2022-09-04 00:50:54,"problema: esto pasa desde ayer: pantalla externa no detectada y errores gráficos.. contacto: XY mosquera, XY."
0010142,"Por favor, envíen a a un técnico a mi oficina.",2023-12-31 10:46:39,"por favor, envíen a a un técnico a mi oficina.. atentamente, XY de global innovations."
0010097,Conexión a red cableada falla y el sistema se reinicia.,2022-08-23 16:58:35,"reporte de secureit por parte de XY: conexión a red cableada falla y el sistema se reinicia.. y para colmo, problemas con la conexión bluetooth."
0010205,"Puertos USB inoperativos, falta de espacio y rendimiento deficiente.",2022-05-29 11:38:52,"puertos usb inoperativos, falta de espacio y rendimiento deficiente.. y para colmo, pantalla táctil no responde y sincronización de nube fallida.. atentamente, XY de cloud services."
0010206,Sobrecalentamiento del equipo.,2022-09-10 08:08:30,"sobrecalentamiento del equipo.. y para colmo, problemas con la conexión bluetooth.. atentamente, XY cala de cloud services."
0010207,"Necesito una solución rápida, esto está afectando mi productividad.",2022-01-25 23:18:40,"XY (code builders) reporta el siguiente inconveniente: recientemente he tenido un inconveniente: necesito una solución rápida, esto está afectando mi productividad.. a esto se suma el inconveniente de que impresora offline, problemas de conectividad y archivos corruptos."
0010192,Fallo en el disco duro y problemas con el sistema operativo.,2022-02-09 21:41:54,"fallo en el disco duro y problemas con el sistema operativo.. y para colmo, el equipo no se conecta a internet después de una actualización.. atentamente, XY de global innovations."
0010021,Error de disco duro y sistema lento.,2023-12-01 18:07:43,"soy XY mosquera de code builders y tengo el siguiente problema: error de disco duro y sistema lento.. también quiero reportar que no enciende, posible problema de fuente de poder."
0010208,Error al iniciar sesión en el sistema.,2022-05-25 21:39:05,"problema: error al iniciar sesión en el sistema.. además, también he notado que necesidad de instalar nuevo software.. contacto: XY, secureit."
0010209,Se ha olvidado la contraseña de usuario.,2023-08-04 02:50:20,"problema: recientemente he tenido un inconveniente: se ha olvidado la contraseña de usuario.. contacto: XY valderrama, code builders."
0010210,Estoy perdiendo la paciencia con este dispositivo.,2023-06-11 21:28:31,XY (code builders) reporta el siguiente inconveniente: esto pasa desde ayer: estoy perdiendo la paciencia con este dispositivo.
0010035,Problemas con el software de correo electrónico.,2022-01-11 05:00:08,"hoy ha ocurrido lo siguiente: problemas con el software de correo electrónico.. a esto se suma el inconveniente de que no enciende, problemas de audio y cámara web no funciona.. atentamente, XY funes de cloud services."
0010211,"Por favor, envíen a a un técnico a mi oficina.",2022-11-14 20:22:56,"desde future systems, josefa valderrama informa: esto pasa desde ayer: por favor, envíen a a un técnico a mi oficina."
0010037,Necesito saber si esto tiene garantía.,2023-09-12 23:50:13,"he notado que desde la semana pasada: necesito saber si esto tiene garantía.. a esto se suma el inconveniente de que problemas con el audio, no se escucha nada.. atentamente, XY de XY."
0010069,"Conexión a internet lenta, navegador web con fallos y mensajes emergentes.",2022-05-30 07:50:27,"desde code builders, XY informa: esto pasa desde ayer: conexión a internet lenta, navegador web con fallos y mensajes emergentes."
0010212,Teclas del teclado no responden y el touchpad se congela.,2022-06-26 02:03:55,"problema: teclas del teclado no responden y el touchpad se congela.. contacto: XY, XY."
0010138,"Rendimiento bajo, ventilador ruidoso y teclado defectuoso.",2022-06-02 00:06:15,"soy XY de future systems y tengo el siguiente problema: esto pasa desde ayer: rendimiento bajo, ventilador ruidoso y teclado defectuoso."
0010049,"Problemas de seguridad, posible infección de malware.",2022-03-20 21:24:33,"desde future systems, XY informa: problemas de seguridad, posible infección de malware."
0010213,Pantalla con píxeles muertos.,2022-03-30 20:44:30,"desde future systems, XY informa: recientemente he tenido un inconveniente: pantalla con píxeles muertos."
0010206,"Necesito una solución rápida, esto está afectando mi productividad.",2023-10-26 15:27:30,"reporte de XY por parte de XY cala: necesito una solución rápida, esto está afectando mi productividad."
0010002,"Copia de seguridad fallida, datos perdidos y problemas de seguridad.",2022-02-21 15:58:00,"el problema se presenta desde hace unos días: copia de seguridad fallida, datos perdidos y problemas de seguridad.. atentamente, XY de XY."
0010080,"Software no responde, sistema lento y fallo en disco duro.",2023-06-30 19:20:06,"desde secureit, XY informa: esto pasa desde ayer: software no responde, sistema lento y fallo en disco duro."
0010007,"Esto es inaceptable, necesito una solución de inmediato o cancelaré el servicio.",2022-03-24 19:16:51,"XY (code builders) reporta el siguiente inconveniente: esto pasa desde ayer: esto es inaceptable, necesito una solución de inmediato o cancelaré el servicio."
0010147,Teclas pegajosas o que no responden y el touchpad salta.,2023-02-03 03:38:11,reporte de cloud services por parte de XY: teclas pegajosas o que no responden y el touchpad salta.. a esto se suma el inconveniente de que problemas con el rendimiento de la batería y sobrecalentamiento constante.
0010113,Mensajes de error constantes y el disco duro está lleno.,2023-12-06 21:32:32,"esto comenzó hace un par de horas: mensajes de error constantes y el disco duro está lleno.. atentamente, XY de code builders."
0010077,Necesitamos una nueva herramienta para la automatización de procesos internos.,2023-07-11 07:01:23,"problema: esto pasa desde ayer: necesitamos una nueva herramienta para la automatización de procesos internos.. también quiero reportar que fallo crítico del sistema y pérdida de datos recientes.. contacto: XY, secureit."
0010166,Touchpad o ratón se congela.,2022-02-17 05:46:08,reporte de future systems por parte de XY: recientemente he tenido un inconveniente: touchpad o ratón se congela.
0010214,Problemas de licencias y antivirus ineficaz.,2023-05-22 13:13:46,soy XY de secureit y tengo el siguiente problema: he notado que desde la semana pasada: problemas de licencias y antivirus ineficaz.
0010023,El equipo se apaga solo de forma inesperada.,2023-12-02 09:11:40,"he notado que desde la semana pasada: el equipo se apaga solo de forma inesperada.. atentamente, XY de cloud services."
0010164,"Quiero hablar con un supervisor, esto no puede seguir así.",2023-03-08 06:56:59,"XY (data dynamics) reporta el siguiente inconveniente: recientemente he tenido un inconveniente: quiero hablar con un supervisor, esto no puede seguir así."
0010042,Error al iniciar sesión y contraseña olvidada.,2023-02-01 18:32:57,XY (code builders) reporta el siguiente inconveniente: he notado que desde la semana pasada: error al iniciar sesión y contraseña olvidada.
0010215,"Necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?",2023-12-01 19:58:41,"problema: hoy ha ocurrido lo siguiente: necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?. y para colmo, rendimiento bajo, ventilador ruidoso y teclado defectuoso.. contacto: XY, future systems."
0010206,Problemas con el software de correo electrónico.,2022-05-29 22:38:07,soy XY cala de future systems y tengo el siguiente problema: problemas con el software de correo electrónico.
0010027,"Impresora offline, problemas de conectividad y archivos corruptos.",2023-12-04 04:37:06,"problema: el problema se presenta desde hace unos días: impresora offline, problemas de conectividad y archivos corruptos.. además, también he notado que batería no carga, sobrecalentamiento y pantalla con píxeles muertos.. contacto: XY, XY."
0010216,El sistema se reinicia constantemente.,2022-07-17 00:05:34,XY asprilla (code builders) reporta el siguiente inconveniente: el problema se presenta desde hace unos días: el sistema se reinicia constantemente.
0010217,Cámara web no funciona.,2023-04-04 16:39:46,"desde XY, XY funes informa: cámara web no funciona."
0010218,"Archivos corruptos, puerto USB fallando y navegador lento.",2022-11-20 05:59:55,"he notado que desde la semana pasada: archivos corruptos, puerto usb fallando y navegador lento.. atentamente, XY de XY."
0010219,El equipo se apaga solo de forma inesperada.,2022-12-31 16:47:06,"problema: he notado que desde la semana pasada: el equipo se apaga solo de forma inesperada.. contacto: XY, code builders."
0010220,"Por favor, envíen a a un técnico a mi oficina.",2022-11-17 13:55:15,"desde secureit, XY informa: esto comenzó hace un par de horas: por favor, envíen a a un técnico a mi oficina."
0010213,El navegador web funciona muy lento.,2022-07-02 23:55:48,"problema: el problema se presenta desde hace unos días: el navegador web funciona muy lento.. contacto: XY, future systems."
0010143,Acceso a red compartida denegado y problemas de correo electrónico.,2023-08-11 06:33:54,"acceso a red compartida denegado y problemas de correo electrónico.. además, también he notado que mi pantalla parpadea constantemente, me está causando dolor de cabeza. ¿se puede reparar o necesito una nueva?. atentamente, XY de secureit."
0010221,"Problemas con el audio, no se escucha nada.",2023-05-27 02:27:31,"hoy ha ocurrido lo siguiente: problemas con el audio, no se escucha nada.. atentamente, XY cala de digital edge."
0010039,No puedo instalar nuevas aplicaciones.,2023-04-27 19:55:33,"esto comenzó hace un par de horas: no puedo instalar nuevas aplicaciones.. y para colmo, error de disco duro y sistema lento.. atentamente, XY de data dynamics."
0010073,Sobrecalentamiento del equipo.,2023-05-03 21:10:38,soy XY de XY y tengo el siguiente problema: recientemente he tenido un inconveniente: sobrecalentamiento del equipo.
0010159,"No enciende, sin señal de video y disco duro defectuoso.",2023-11-28 19:58:37,"soy XY de networks corp y tengo el siguiente problema: el problema se presenta desde hace unos días: no enciende, sin señal de video y disco duro defectuoso."
0010168,Software no responde y el ventilador hace mucho ruido.,2023-03-25 08:04:53,"software no responde y el ventilador hace mucho ruido.. a esto se suma el inconveniente de que conectividad wifi inestable, lentitud general y fallos de hardware.. atentamente, XY de code builders."
0010016,Antivirus detecta amenazas y el navegador web está lento.,2022-04-19 22:11:45,soy XY de digital edge y tengo el siguiente problema: antivirus detecta amenazas y el navegador web está lento.
0010193,"El WiFi sigue cayéndose, es imposible trabajar. Necesito una solución permanente.",2022-09-22 03:52:13,"reporte de XY por parte de XY cala: recientemente he tenido un inconveniente: el wifi sigue cayéndose, es imposible trabajar. necesito una solución permanente."
0010038,"Batería agotada rápidamente, sobrecalentamiento y fallos de energía.",2023-04-27 19:25:33,"esto pasa desde ayer: batería agotada rápidamente, sobrecalentamiento y fallos de energía.. atentamente, XY de future systems."
0010002,Acceso a red compartida denegado y problemas de correo electrónico.,2023-10-07 08:58:46,soy XY de XY y tengo el siguiente problema: recientemente he tenido un inconveniente: acceso a red compartida denegado y problemas de correo electrónico.
0010165,Se ha borrado información accidentalmente.,2022-07-12 10:41:48,"desde XY, XY asprilla informa: se ha borrado información accidentalmente."
0010079,Error al iniciar sesión en el sistema.,2023-04-09 00:30:44,"problema: hoy ha ocurrido lo siguiente: error al iniciar sesión en el sistema.. y para colmo, estoy harto de los problemas con este software.. contacto: XY, secureit."
0010219,Puertos USB no reconocen dispositivos y archivos corruptos.,2022-07-04 09:08:41,"desde code builders, XY informa: puertos usb no reconocen dispositivos y archivos corruptos."
0010024,"Estoy realmente frustrado, mi equipo no funciona desde hace días.",2022-03-04 13:43:58,"soy XY de cloud services y tengo el siguiente problema: estoy realmente frustrado, mi equipo no funciona desde hace días."
0010222,"Batería agotada rápidamente, sobrecalentamiento y fallos de energía.",2022-11-14 09:17:10,"desde future systems, XY informa: esto pasa desde ayer: batería agotada rápidamente, sobrecalentamiento y fallos de energía.. además, también he notado que esta es la tercera vez en el mes que tengo este problema, ¿hay alguna solución definitiva?"
0010060,Impresora no detectada o no imprime.,2023-09-08 09:28:26,"desde cloud services, XY asprilla informa: el problema se presenta desde hace unos días: impresora no detectada o no imprime.. además, también he notado que fallo de memoria ram, pantallazos azules."
